MUNNOMBRE;PARNOMBRE;VOTOS
TURMEQUE;Alianza Verde;483
TURMEQUE;Cambio Radical;310
TURMEQUE;Movimiento MIRA;168
TURMEQUE;PARTIDO DE INTEGRACION NACIONAL  PIN;44
TURMEQUE;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;881
TURMEQUE;Partido Conservador Colombiano;139
TURMEQUE;Partido De Integracion Nacional  Pin;14
TURMEQUE;Partido Liberal Colombiano;897
TURMEQUE;Partido Social De Unidad Nacional  Partido De La U;70
TUTA;Alianza Verde;773
TUTA;Cambio Radical;534
TUTA;Movimiento MIRA;43
TUTA;PARTIDO DE INTEGRACION NACIONAL  PIN;12
TUTA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;542
TUTA;Partido Conservador Colombiano;1367
TUTA;Partido De Integracion Nacional  Pin;1
TUTA;Partido Liberal Colombiano;1055
TUTA;Partido Social De Unidad Nacional  Partido De La U;26
TUTAZA;Alianza Verde;206
TUTAZA;Cambio Radical;225
TUTAZA;Movimiento MIRA;9
TUTAZA;PARTIDO DE INTEGRACION NACIONAL  PIN;28
TUTAZA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;136
TUTAZA;Partido Conservador Colombiano;174
TUTAZA;Partido De Integracion Nacional  Pin;22
TUTAZA;Partido Liberal Colombiano;297
TUTAZA;Partido Social De Unidad Nacional  Partido De La U;13
UMBITA;Alianza Verde;360
UMBITA;Cambio Radical;109
UMBITA;Movimiento MIRA;11
UMBITA;PARTIDO DE INTEGRACION NACIONAL  PIN;1
UMBITA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;624
UMBITA;Partido Conservador Colombiano;2337
UMBITA;Partido De Integracion Nacional  Pin;6
UMBITA;Partido Liberal Colombiano;47
UMBITA;Partido Social De Unidad Nacional  Partido De La U;103
VENTAQUEMADA;Alianza Verde;1832
VENTAQUEMADA;Cambio Radical;518
VENTAQUEMADA;Movimiento MIRA;27
VENTAQUEMADA;PARTIDO DE INTEGRACION NACIONAL  PIN;13
VENTAQUEMADA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;1168
VENTAQUEMADA;Partido Conservador Colombiano;1411
VENTAQUEMADA;Partido De Integracion Nacional  Pin;4
VENTAQUEMADA;Partido Liberal Colombiano;817
VENTAQUEMADA;Partido Social De Unidad Nacional  Partido De La U;292
VILLA DE LEYVA;Alianza Verde;664
VILLA DE LEYVA;Cambio Radical;805
VILLA DE LEYVA;Movimiento MIRA;31
VILLA DE LEYVA;PARTIDO DE INTEGRACION NACIONAL  PIN;8
VILLA DE LEYVA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;1762
VILLA DE LEYVA;Partido Conservador Colombiano;339
VILLA DE LEYVA;Partido De Integracion Nacional  Pin;7
VILLA DE LEYVA;Partido Liberal Colombiano;1151
VILLA DE LEYVA;Partido Social De Unidad Nacional  Partido De La U;191
VIRACACHA;Alianza Verde;193
VIRACACHA;Cambio Radical;150
VIRACACHA;Movimiento MIRA;9
VIRACACHA;PARTIDO DE INTEGRACION NACIONAL  PIN;3
VIRACACHA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;276
VIRACACHA;Partido Conservador Colombiano;603
VIRACACHA;Partido De Integracion Nacional  Pin;1
VIRACACHA;Partido Liberal Colombiano;257
VIRACACHA;Partido Social De Unidad Nacional  Partido De La U;31
ZETAQUIRA;Alianza Verde;174
ZETAQUIRA;Cambio Radical;225
ZETAQUIRA;Movimiento MIRA;84
ZETAQUIRA;PARTIDO DE INTEGRACION NACIONAL  PIN;9
ZETAQUIRA;PARTIDO SOCIAL DE UNIDAD NACIONAL  PARTIDO DE LA U;875
ZETAQUIRA;Partido Conservador Colombiano;124
ZETAQUIRA;Partido De Integracion Nacional  Pin;2
ZETAQUIRA;Partido Liberal Colombiano;697
ZETAQUIRA;Partido Social De Unidad Nacional  Partido De La U;123
